source_db2,hg19_chr_start_end,chrom_text,tx_start,tx_end,strand,gene_symbol,ogi_imprinting_Status,ogi_Expressed_Allele,Gene_id,Location,your_input,tax_id,entrez,title,location,chrom,status,type,aliases,database,id_position,id_ensembl,id_assembly,cds_start,cds_end,exon_count,exon_starts,exon_ends,canonical,source
added_list_fc,chr18_21742010_21977833,chr18,21742010,21977833,-,OSBPL1A,,,OSBPL1A,18q11.2,114876,9606,114876,oxysterol binding protein like 1A,18q11.2,18,active,protein-coding,"[ORP1, AF274714, MIM:606730, HGNC:16398, CCDS56056, uc002kve.5, Q9BXW6, MGI:1927551, OTTHUMG00000131944, CCDS11885, ORP-1, CCDS11884, AF392449, NM_080597, ENSG00000141447, OSBPL1A, OSBPL1B, RGD:628888]",EpiMed GENUID,uc002kve.3,,GRCh37,21743142,21957497,28,"[21742010, 21745028, 21746542, 21747292, 21750290, 21751372, 21752339, 21757976, 21759701, 21761108, 21776088, 21805005, 21819183, 21860805, 21883600, 21891947, 21894212, 21897112, 21897290, 21898564, 21898711, 21912905, 21914208, 21921510, 21946855, 21948250, 21957376, 21977618]","[21743245, 21745119, 21746666, 21747409, 21750417, 21751462, 21752447, 21758159, 21759799, 21761243, 21776164, 21805162, 21819346, 21860912, 21883682, 21892070, 21894311, 21897176, 21897364, 21898609, 21898773, 21913050, 21914294, 21921622, 21946930, 21948336, 21957499, 21977833]",TRUE,ucsc
gi,chr11_3108345_3186582,chr11,3108345,3186582,-,OSBPL5,Imprinted,Maternal,OSBPL5,11p15,OSBPL5,9606,114879,oxysterol binding protein like 5,11p15.4,11,active,protein-coding,"[ENSG00000021762, CCDS31344, CCDS31343, OSBPL5, HGNC:16392, MIM:606733, AF392453, RGD:1308402, MGI:1930265, Q9H0X9, ORP5, NM_001144063, uc001lxk.3, OTTHUMG00000011702, KIAA1534, OBPH1]",EpiMed GENSYM,uc001lxk.2,,GRCh37,3109434,3150378,22,"[3108345, 3111075, 3111787, 3113661, 3114096, 3114756, 3114975, 3115466, 3121387, 3122832, 3123412, 3124468, 3125422, 3128492, 3129000, 3140776, 3141650, 3143226, 3143577, 3147702, 3150242, 3186445]","[3109573, 3111178, 3111926, 3113788, 3114282, 3114893, 3115065, 3115564, 3121486, 3122929, 3123511, 3124550, 3125607, 3128685, 3129175, 3140861, 3141854, 3143328, 3143658, 3147785, 3150399, 3186582]",TRUE,ucsc
gi,chr2_63277191_63284966,chr2,63277191,63284966,+,OTX1,Predicted,Maternal,OTX1,2p13 ,OTX1,9606,5013,orthodenticle homeobox 1,2p15,2,active,protein-coding,"[CCDS1873, RGD:3237, MGI:97450, ENSG00000115507, NM_001199770, P32242, uc021vim.2, OTTHUMG00000129454, MIM:600036, HGNC:8521, OTX1]",EpiMed GENSYM,uc021vim.1,,GRCh37,63280125,63283451,5,"[63277191, 63278383, 63280014, 63281181, 63282635]","[63277287, 63278452, 63280222, 63281333, 63284966]",TRUE,ucsc
gi,chr10_135192740_135205198,chr10,135192740,135205198,+,PAOX,Predicted,Maternal,PAOX,10q26,PAOX,9606,196743,polyamine oxidase,10q26.3,10,active,protein-coding,"[OTTHUMG00000019318, HGNC:20837, RGD:1561125, MIM:615853, CCDS7683, CCDS7682, MGI:1916983, NM_152911, CCDS7684, uc001lmv.5, BC032778, Q6QHF9, PAO, ENSG00000148832, PAOX]",EpiMed GENSYM,uc001lmv.3,,GRCh37,135192820,135204959,7,"[135192740, 135193502, 135194963, 135197463, 135202459, 135203093, 135204815]","[135193001, 135193989, 135195163, 135197716, 135202572, 135203251, 135205198]",TRUE,ucsc
added_list_fc,chr1_176432306_176811970,chr1,176432306,176811970,+,PAPPA2,,,PAPPA2,1q25.2,60676,9606,60676,pappalysin 2,1q25.2,1,active,protein-coding,"[RGD:1591785, PAPP-A2, NM_020318, MGI:3051647, OTTHUMG00000035025, PAPPE, HGNC:14615, PAPP-E, ENSG00000116183, CCDS41438, BG354569, CCDS41439, Q9BXP8, PLAC3, PAPPA2, uc001gkz.4]",EpiMed GENUID,uc001gkz.3,,GRCh37,176525458,176811590,23,"[176432306, 176524542, 176563659, 176640105, 176659272, 176661261, 176664873, 176668235, 176671742, 176675494, 176679118, 176680970, 176708761, 176709115, 176734801, 176738742, 176740102, 176758944, 176760482, 176762695, 176769196, 176809308, 176811515]","[176432554, 176526377, 176564731, 176640251, 176659566, 176661454, 176664995, 176668725, 176671871, 176675586, 176679312, 176681117, 176708897, 176709332, 176734973, 176738920, 176740316, 176759113, 176760618, 176762805, 176769268, 176809407, 176811970]",TRUE,ucsc
added_list_fc,chr4_157682762_157892546,chr4,157682762,157892546,-,PDGFC,,,PDGFC,4q32.1,56034,9606,56034,platelet derived growth factor C,4q32.1,4,active,protein-coding,"[SCDGF, FALLOTEIN, MGI:1859631, CCDS3795, uc003iph.3, AF091434, RGD:68410, PDGFC, ENSG00000145431, NM_016205, OTTHUMG00000161803, Q9NRA1, MIM:608452, HGNC:8801, fallotein]",EpiMed GENUID,uc003iph.2,,GRCh37,157684241,157892055,6,"[157682762, 157688924, 157693837, 157731988, 157771372, 157891937]","[157684358, 157689142, 157694045, 157732169, 157771568, 157892546]",TRUE,ucsc
gi_otago,chr7_94285636_94299006,chr7,94285636,94299006,+,PEG10,Imprinted,Paternal,PEG10,7q21 ,PEG10,9606,23089,paternally expressed 10,7q21.3,7,active,protein-coding,"[MGI:2157785, MIM:609810, AB049834, CCDS55126, NM_015068, ENSG00000242265, RGD:1595574, KIAA1051, CCDS75637, CCDS75636, RTL2, HGNC:14005, uc064flv.1, Mar2, SIRH1, EDR, Q86TG7, Mart2, PEG10, OTTHUMG00000155578, MEF3L, RGAG3, HB-1]",EpiMed GENSYM,uc003uno.3,,GRCh37,94292868,94294994,3,"[94285636, 94292645, 94293821]","[94285892, 94293819, 94299006]",FALSE,ucsc
gi_otago,chr19_57321444_57352094,chr19,57321444,57352094,-,PEG3,Imprinted,Paternal,PEG3,19q13,PEG3,9606,5178,paternally expressed 3,19q13.43,19,active,protein-coding,"[ZKSCAN22, PEG3, Q9GZU2, CCDS58684, CCDS12948, ENSG00000198300, CCDS58685, OTTHUMG00000171954, AB006625, PW1, KIAA0287, uc002qnv.3, HGNC:8826, ZNF904, NM_001146184, RGD:2323590, ZSCAN24, MGI:104748, MIM:601483]",EpiMed GENSYM,uc002qnv.2,,GRCh37,57325042,57336023,10,"[57321444, 57329113, 57329967, 57333018, 57334120, 57334960, 57335629, 57337755, 57347385, 57351949]","[57328947, 57329203, 57330070, 57333122, 57334204, 57335047, 57336109, 57337831, 57347472, 57352094]",TRUE,ucsc
gi,chr1_2336240_2344010,chr1,2336240,2344010,-,PEX10,Predicted,Maternal,PEX10,1p36,PEX10,9606,5192,peroxisomal biogenesis factor 10,1p36.32,1,active,protein-coding,"[ENSG00000157911, RGD:1591776, RNF69, CCDS41, AF060502, OTTHUMG00000001637, PEX10, MIM:602859, NALD, uc001ajh.4, CCDS44045, NM_153818, MGI:2684988, O60683, PBD6B, HGNC:8851, PBD6A]",EpiMed GENSYM,uc001ajh.3,,GRCh37,2337204,2343941,6,"[2336240, 2337922, 2338158, 2339890, 2341809, 2343829]","[2337273, 2338058, 2338334, 2340297, 2341890, 2344010]",TRUE,ucsc
otago,chr6_143929316_144152322,chr6,143929316,144152322,+,PHACTR2,,,PHACTR2,6q24.2,PHACTR2,9606,9749,phosphatase and actin regulator 2,6q24.2,6,active,protein-coding,"[ENSG00000112419, AB014580, CCDS47492, CCDS47493, OTTHUMG00000015732, CCDS47494, MIM:608724, HGNC:20956, KIAA0680, C6orf56, O75167, NM_014721, RGD:1303141, PHACTR2, uc010khh.4, CCDS43512, MGI:2446138]",EpiMed GENSYM,uc010khh.3,,GRCh37,143929446,144144826,12,"[143929316, 144033152, 144070121, 144074890, 144086397, 144093394, 144095195, 144098464, 144104355, 144109909, 144128193, 144144810]","[143929459, 144033320, 144070202, 144075049, 144086935, 144093594, 144095352, 144098520, 144104417, 144110047, 144128270, 144152322]",TRUE,ucsc
added_list_fc,chr13_50069800_50103117,chr13,50069800,50103117,+,PHF11,,,PHF11,13q14.2,51131,9606,51131,PHD finger protein 11,13q14.2,13,active,protein-coding,"[uc001vdb.4, MIM:607796, HGNC:17024, APY, Q9UIL8, NY-REN-34, MGI:3644962, MGI:1277133, NYREN34, RGD:1310853, OTTHUMG00000016916, NM_016119, CCDS41887, MGI:3645789, MGI:1918441, AB011031, IGEL, PHF11, ENSG00000136147, IGER, MGI:3648476, CCDS31975, BCAP, IGHER]",EpiMed GENUID,uc001vdb.3,,GRCh37,50070137,50102801,10,"[50069800, 50080770, 50087194, 50092153, 50095029, 50096178, 50097310, 50098220, 50100522, 50102646]","[50070231, 50080892, 50087302, 50092287, 50095076, 50096243, 50097377, 50098352, 50100594, 50103117]",TRUE,ucsc
gi_otago,chr11_2949502_2950650,chr11,2949502,2950650,-,PHLDA2,Imprinted,Maternal,PHLDA2,11p15,PHLDA2,9606,7262,pleckstrin homology like domain family A member 2,11p15.4,11,active,protein-coding,"[RGD:1304755, MIM:602131, TSSC3, MGI:1202307, IPL, uc001lxa.2, BWR1C, NM_003311, CCDS7741, HLDA2, HGNC:12385, Q53GA4, BRW1C, AF035444, ENSG00000274538, ENSG00000181649, PHLDA2, OTTHUMG00000010926]",EpiMed GENSYM,uc001lxa.1,,GRCh37,2950135,2950594,2,"[2949502, 2950125]","[2949897, 2950650]",TRUE,ucsc
gi,chr9_139743255_139745490,chr9,139743255,139745490,+,PHPT1,Predicted,Maternal,PHPT1,9q34,PHPT1,9606,29085,phosphohistidine phosphatase 1,9q34.3,9,active,protein-coding,"[uc004cjq.6, bA216L13.10, OTTHUMG00000020950, HEL-S-132P, Q9NRX4, MIM:610167, NM_014172, CGI-202, CCDS48060, PHP14, HGNC:30033, AF131857, CCDS7009, MGI:1922704, RGD:1311355, DKFZp564M173, ENSG00000054148, HSPC141, PHP, PHPT1]",EpiMed GENSYM,uc004cjq.4,,GRCh37,139743882,139745299,3,"[139743255, 139744464, 139745206]","[139744042, 139744589, 139745490]",TRUE,ucsc
gi,chr11_394216_404908,chr11,394216,404908,+,PKP3,Predicted,Maternal,PKP3,11p15 ,PKP3,9606,11187,plakophilin 3,11p15.5,11,active,protein-coding,"[Q9Y446, MGI:1891830, Z98265, uc001lpc.3, CCDS7695, RGD:1309133, ENSG00000184363, HGNC:9025, PKP3, OTTHUMG00000119068, NM_007183, MIM:605561]",EpiMed GENSYM,uc001lpc.3,ENST00000331563,GRCh37,394292,404569,13,"[394216, 396607, 396813, 397538, 398991, 399966, 400333, 400534, 403077, 403617, 403942, 404235, 404533]","[394524, 396687, 397445, 397662, 399196, 400141, 400451, 400705, 403263, 403771, 404135, 404323, 404908]",TRUE,ucsc
gi_otago,chr6_144261436_144385735,chr6,144261436,144385735,-,PLAGL1,Imprinted,Paternal,PLAGL1,6q24-q25 AS ,PLAGL1,9606,5325,PLAG1 like zinc finger 1,6q24.2,6,active,protein-coding,"[NM_001080951, MIM:603044, LOT1, HGNC:9046, RGD:3014, CCDS5202, CCDS5203, ENSG00000118495, uc003qkj.5, MGI:1100874, PLAGL1, OTTHUMG00000015738, ZAC1, U81992, ZAC, Q9UM63]",EpiMed GENSYM,uc003qkj.3,,GRCh37,144262560,144269273,7,"[144261436, 144269121, 144281605, 144287294, 144290043, 144306271, 144385604]","[144263800, 144269597, 144281679, 144287335, 144290115, 144306311, 144385735]",TRUE,ucsc
gi,chr19_281043_291435,chr19,281043,291435,-,PLPP2,Predicted,Maternal,PPAP2C,19p13 AS ,PPAP2C,9606,8612,phospholipid phosphatase 2,19p13.3,19,active,protein-coding,"[AF035959, PAP-2c, MIM:607126, LPP2, HGNC:9230, MGI:1354945, PPAP2C, CCDS12024, CCDS12023, O43688, NM_003712, OTTHUMG00000180530, PAP2-g, ENSG00000141934, RGD:628893, PLPP2, CCDS45889]",EpiMed GENALIAS,uc002loi.3,,GRCh37,281387,291336,6,"[281043, 282133, 282751, 287473, 288019, 291284]","[281537, 282310, 282809, 287751, 288171, 291435]",FALSE,ucsc
gi,chr7_94927668_94953884,chr7,94927668,94953884,-,PON1,Provisional,Maternal,PON1,7q21,PON1,9606,5444,paraoxonase 1,7q21.3,7,active,protein-coding,"[NM_000446, P27169, AF539592, MIM:168820, PON1, ENSG00000005421, uc003uns.4, PON, MVCD5, MGI:103295, CCDS5638, ESA, RGD:620062, HGNC:9204, OTTHUMG00000153894]",EpiMed GENSYM,uc003uns.3,,GRCh37,94928255,94953787,9,"[94927668, 94931516, 94935596, 94937322, 94940762, 94944633, 94946045, 94947634, 94953713]","[94928414, 94931645, 94935678, 94937523, 94940889, 94944802, 94946101, 94947705, 94953884]",TRUE,ucsc
gi,chr7_95034173_95064384,chr7,95034173,95064384,-,PON2,Not_Imprinted,Biallelic,PON2,7q21,PON2,9606,5445,paraoxonase 2,7q21.3,7,active,protein-coding,"[ENSG00000105854, MGI:106687, PON2, MIM:602447, uc003unv.4, CCDS5640, RGD:1309954, OTTHUMG00000153948, AF001601, NM_000305, M63012, Q15165, CCDS47644, HGNC:9205]",EpiMed GENSYM,uc003unv.3,,GRCh37,95034641,95064263,9,"[95034173, 95035430, 95036298, 95039212, 95040964, 95041623, 95045553, 95053826, 95064189]","[95034800, 95035559, 95036380, 95039413, 95041091, 95041789, 95045609, 95053897, 95064384]",TRUE,ucsc
gi,chr7_94989183_95025687,chr7,94989183,95025687,-,PON3,Not_Imprinted,Biallelic,PON3,7q21,PON3,9606,5446,paraoxonase 3,7q21.3,7,active,protein-coding,"[PON3, ENSG00000105852, MGI:106686, MIM:602720, RGD:1302965, L48516, NM_000940, OTTHUMG00000153917, CCDS5639, uc064fmn.1, AF320003, HGNC:9206, Q15166]",EpiMed GENSYM,uc003unt.3,,GRCh37,94989284,95025662,9,"[94989183, 94991673, 94992071, 94993174, 94996673, 95001484, 95019465, 95023955, 95025588]","[94989443, 94991802, 94992153, 94993375, 94996800, 95001650, 95019521, 95024026, 95025687]",FALSE,ucsc
gi,chr7_94536948_94925727,chr7,94536948,94925727,+,PPP1R9A,Imprinted,Maternal,PPP1R9A,7q21,PPP1R9A,9606,55607,protein phosphatase 1 regulatory subunit 9A,7q21.3,7,active,protein-coding,"[ENSG00000158528, CCDS55127, RGD:632280, MIM:602468, CCDS34683, KIAA1222, PPP1R9A, CCDS55129, CCDS55128, Q9ULJ8, NRBI, uc003unp.5, HGNC:14946, NM_001166160, AB033048, NRB1, OTTHUMG00000155566, FLJ20068, Neurabin-I, MGI:2442401]",EpiMed GENSYM,uc003unp.3,,GRCh37,94539425,94919615,16,"[94536948, 94539209, 94740570, 94750023, 94791178, 94827660, 94855272, 94876784, 94879337, 94881073, 94881270, 94897861, 94915517, 94916421, 94917847, 94919402]","[94537014, 94540820, 94740703, 94750144, 94791283, 94827796, 94855428, 94876838, 94879567, 94881170, 94881442, 94898019, 94915637, 94916445, 94918030, 94925727]",TRUE,ucsc
gi,chr1_2985741_3355185,chr1,2985741,3355185,+,PRDM16,Predicted,Paternal,PRDM16,1p36,PRDM16,9606,63976,PR/SET domain 16,1p36.32,1,active,protein-coding,"[NM_022114, MIM:605557, HGNC:14000, Q9HAZ2, KMT8F, AF294278, CMD1LL, RGD:2324431, LVNC8, uc001akf.4, MGC166915, OTTHUMG00000000581, MGI:1917923, PFM13, CCDS44048, KIAA1675, PRDM16, MEL1, CCDS41236, ENSG00000142611]",EpiMed GENSYM,uc001akf.3,,GRCh37,2985823,3350375,17,"[2985741, 3102688, 3160650, 3301715, 3313054, 3319354, 3321302, 3322058, 3327947, 3331123, 3334391, 3335230, 3342144, 3342614, 3347435, 3348529, 3350240]","[2985860, 3103038, 3160701, 3301850, 3313157, 3319562, 3321450, 3322212, 3329364, 3331211, 3334561, 3335308, 3342314, 3342789, 3347672, 3348704, 3355185]",TRUE,ucsc
gi,chr6_57182421_57513376,chr6,57182421,57513376,+,PRIM2,Conflicting,Biallelic,PRIM2,6p11,PRIM2,9606,5558,DNA primase subunit 2,6p11.2,6,active,protein-coding,"[HGNC:9370, PRIM2, NM_000947, CCDS75477, CCDS75476, MIM:176636, RGD:631433, p58, MGI:97758, OTTHUMG00000016190, uc032wzb.2, ENSG00000146143, P49643, PRIM2A]",EpiMed GENSYM,uc003pdx.3,,GRCh37,57183243,57512702,16,"[57182421, 57183234, 57185254, 57188998, 57190722, 57244698, 57246828, 57372287, 57393111, 57398131, 57467079, 57467100, 57472358, 57498966, 57512471, 57512796]","[57182499, 57183397, 57185358, 57189078, 57190843, 57244794, 57246966, 57372355, 57393184, 57398317, 57467097, 57467206, 57472441, 57499035, 57512788, 57513376]",FALSE,ucsc
gi,chr13_57715051_57718073,chr13,57715051,57718073,+,PRR20A,Predicted,Maternal,PRR20A,13q21,FLJ40296,9606,122183,proline rich 20A,13q21.1,13,active,protein-coding,"[CCDS31981, PRR20, FLJ40296, BC120931, P86496, OTTHUMG00000160602, PRR20C, PRR20B, PRR20E, ENSG00000204919, PRR20D, PRR20A, NM_198441, HGNC:24754, uc010thd.1]",EpiMed GENALIAS,uc010thd.1,ENST00000377931,GRCh37,57715438,57717125,3,"[57715051, 57715419, 57716511]","[57715265, 57715490, 57718073]",TRUE,ucsc
gi,chr1_214522038_214725024,chr1,214522038,214725024,-,PTPN14,Predicted,Maternal,PTPN14,1q32,PTPN14,9606,5784,protein tyrosine phosphatase non-receptor type 14,1q32.3-q41,1,active,protein-coding,"[PTP36, MIM:603155, Q15678, CATLPH, PEZ, MGI:102467, RGD:1307885, OTTHUMG00000037039, NM_005401, PTPN14, ENSG00000152104, X82676, CCDS1514, uc001hkk.3, HGNC:9647]",EpiMed GENSYM,uc001hkk.2,,GRCh37,214531264,214638146,19,"[214522038, 214537854, 214542799, 214546053, 214549561, 214551301, 214556653, 214560186, 214564330, 214567037, 214568241, 214571255, 214575027, 214576225, 214585026, 214587971, 214625147, 214637972, 214724525]","[214531393, 214538018, 214543034, 214546182, 214549780, 214551445, 214558131, 214560265, 214564388, 214567120, 214568329, 214571344, 214575115, 214576296, 214585094, 214588069, 214625317, 214638300, 214725024]",TRUE,ucsc
gi,chr8_30888356_30890317,chr8,30888356,30890317,-,PURG,Predicted,Paternal,PURG,8p11 AS ,PURG,9606,29942,purine rich element binding protein G,8p12,8,active,protein-coding,"[uc003xin.4, CCDS34878, CCDS6081, PURGB, PURGA, MIM:618041, ENSG00000172733, HGNC:17930, NM_013357, AF195513, PURG-B, PURG-A, RGD:1305088, OTTHUMG00000157357, Q9UJV8, MGI:1922279, PURG]",EpiMed GENSYM,uc003xin.3,,GRCh37,30889254,30890298,1,[30888356],[30890317],TRUE,ucsc
otago,chr15_24778838_24832926,chr15,24778838,24832926,+,PWRN1,,,PWRN1,15q11.2,PWRN1,9606,791114,Prader-Willi region non-protein coding RNA 1,15q11.2,15,active,ncRNA,"[AC100720, URS000075E11D, MIM:611215, AC139147, AC139362, HGNC:33235, uc059gtr.1, NR_026646, NCRNA00198, ENSG00000259905, OTTHUMG00000173077, PWRN1]",EpiMed GENSYM,uc001ywm.3,,GRCh37,24778838,24778838,9,"[24778838, 24780826, 24811802, 24813677, 24814929, 24815178, 24819656, 24820053, 24832713]","[24779099, 24780953, 24811947, 24813710, 24814956, 24815275, 24819960, 24820150, 24832926]",FALSE,ucsc
added_list_fc,chr15_24409923_24415095,chr15,24409923,24415095,-,PWRN2,,,PWRN2,15q11.2,791115,9606,791115,Prader-Willi region non-protein coding RNA 2,15q11.2,15,active,ncRNA,"[HGNC:33236, AC087474, NCRNA00199, MIM:611217, OTTHUMG00000173073, uc001ywl.3, NR_026647, URS000075E949, URS00001BCC5D, PWRN2, ENSG00000260551]",EpiMed GENUID,uc001ywl.3,ENST00000567246,GRCh37,24409923,24409923,2,"[24409923, 24414919]","[24414042, 24415095]",TRUE,ucsc
added_list_fc,chr6_3722835_3752246,chr6,3722835,3752246,-,PXDC1,,,C6orf145,6p25.2,221749,9606,221749,PX domain containing 1,6p25.2,6,active,protein-coding,"[AJ420534, OTTHUMG00000014146, uc003mvt.3, Q5TGL8, MGI:1914145, NM_183373, CCDS4486, ENSG00000168994, HGNC:21361, PXDC1, C6orf145, RGD:1311307]",EpiMed GENUID,uc003mvt.2,,GRCh37,3723852,3751765,5,"[3722835, 3727784, 3737312, 3738290, 3751509]","[3723970, 3727896, 3737430, 3738382, 3752246]",TRUE,ucsc
gi,chr17_26553588_26555085,chr17,26553588,26555085,+,PYY2,Predicted,Paternal,PYY2,17q11 ,PYY2,9606,23615,peptide YY 2 (pseudogene),17q11.2,17,active,pseudo,"[HGNC:9749, ENSG00000237575, OTTHUMG00000132450, MIM:606637, PYY2, NR_003064, Q9NRI6, AF222904]",EpiMed GENSYM,uc002haa.3,,GRCh37,26553588,26553588,2,"[26553588, 26554331]","[26553904, 26555085]",FALSE,ucsc
gi,chr11_66036055_66044963,chr11,66036055,66044963,+,RAB1B,Predicted,Maternal,RAB1B,11q12 ,RAB1B,9606,81876,"RAB1B, member RAS oncogene family",11q13.2,11,active,protein-coding,"[uc001ohf.4, RAB1B, MIM:612565, CCDS31613, AJ245875, ENSG00000174903, Q9H0U4, OTTHUMG00000166916, NM_030981, RGD:1642882, HGNC:18370, MGI:1923558]",EpiMed GENSYM,uc001ohf.3,,GRCh37,66036150,66043709,6,"[66036055, 66039267, 66039627, 66039835, 66043274, 66043514]","[66036164, 66039340, 66039723, 66039931, 66043406, 66044963]",TRUE,ucsc
gi,chr15_79252288_79383215,chr15,79252288,79383215,-,RASGRF1,Unknown,Unknown,RASGRF1,15q24,RASGRF1,9606,5923,Ras protein specific guanine nucleotide releasing factor 1,15q25.1,15,active,protein-coding,"[MGI:99694, MIM:606600, OTTHUMG00000144172, Q13972, ras-GRF1, CCDS10309, GNRP, RASGRF1, M91815, PP13187, H-GRF55, RGD:620395, CCDS42065, CDC25, CDC25L, GRF55, CCDS45320, ENSG00000058335, NM_002891, GRF1, HGNC:9875, uc002bep.4]",EpiMed GENSYM,uc002bep.3,,GRCh37,79254485,79382840,27,"[79252288, 79264207, 79265644, 79272961, 79277348, 79282530, 79284032, 79288081, 79290437, 79291060, 79292084, 79294003, 79296143, 79298527, 79307668, 79310111, 79312382, 79317655, 79320082, 79323741, 79324464, 79327472, 79339087, 79341837, 79350675, 79356761, 79382564]","[79254578, 79264276, 79265762, 79273041, 79277546, 79282615, 79284136, 79288142, 79290550, 79291167, 79292255, 79294129, 79296517, 79298776, 79307751, 79310248, 79312446, 79317816, 79320201, 79323851, 79324658, 79327552, 79339341, 79341930, 79350823, 79356868, 79383215]",TRUE,ucsc
added_list_fc,chr3_50367216_50378367,chr3,50367216,50378367,-,RASSF1,,,RASSF1,3p21.31,11186,9606,11186,Ras association domain family member 1,3p21.31,3,active,protein-coding,"[RASSF1A, HGNC:9882, ENSG00000068028, uc003dad.2, CCDS43096, RDA32, AF132675, NM_001206957, Q9NS23, CCDS2820, RASSF1, RGD:1359383, 123F2, CCDS2821, CCDS2822, MGI:1928386, MIM:605082, NORE2A, OTTHUMG00000149958, REH3P21]",EpiMed GENUID,uc003dad.1,,GRCh37,50368011,50378236,6,"[50367216, 50368764, 50368989, 50369480, 50375335, 50377986]","[50368158, 50368880, 50369287, 50369585, 50375454, 50378367]",TRUE,ucsc
gi_otago,chr13_48877882_49056026,chr13,48877882,49056026,+,RB1,Imprinted,Maternal,RB1,13q14,RB1,9606,5925,RB transcriptional corepressor 1,13q14.2,13,active,protein-coding,"[RB1, pRb, p105-Rb, RGD:3540, NM_000321, LRG_517, OTTHUMG00000016900, MGI:97874, ENSG00000139687, pp110, uc001vcb.4, CCDS31973, OSRC, RB, PPP1R130, MIM:614041, M15400, HGNC:9884, p110-RB1, P06400]",EpiMed GENSYM,uc001vcb.3,,GRCh37,48878048,49054207,27,"[48877882, 48881415, 48916734, 48919215, 48921960, 48923091, 48934152, 48936950, 48939029, 48941629, 48942662, 48947540, 48951053, 48953729, 48954188, 48954300, 48955382, 49027128, 49030339, 49033823, 49037866, 49039133, 49039340, 49047495, 49050836, 49051490, 49054133]","[48878185, 48881542, 48916850, 48919335, 48921999, 48923159, 48934263, 48937093, 48939107, 48941739, 48942740, 48947628, 48951170, 48953786, 48954220, 48954377, 48955579, 49027247, 49030485, 49033969, 49037971, 49039247, 49039504, 49047526, 49050979, 49051540, 49056026]",TRUE,ucsc
gi,chr12_7276279_7281466,chr12,7276279,7281466,-,RBP5,Imprinted,Maternal,RBP5,12p13,RBP5,9606,83758,retinol binding protein 5,12p13.31,12,active,protein-coding,"[CRBP3, OTTHUMG00000168165, uc001qsq.4, AY007436, MIM:611866, NM_031491, CCDS8574, CRBP-III, RBP5, ENSG00000139194, HGNC:15847, P82980, CRBPIII, HRBPiso]",EpiMed GENSYM,uc001qsq.3,,GRCh37,7276716,7281371,4,"[7276279, 7277224, 7280835, 7281298]","[7276770, 7277326, 7281014, 7281466]",TRUE,ucsc
added_list_fc,chr10_43572516_43625797,chr10,43572516,43625797,+,RET,,,RET,10q11.21,5979,9606,5979,ret proto-oncogene,10q11.21,10,active,protein-coding,"[RET, MIM:164761, RGD:3556, CDHR16, LRG_518, P07949, HSCR1, NM_020975, OTTHUMG00000018024, CCDS7200, CCDS53525, MTC1, uc001jal.4, CDHF12, BC004257, MGI:97902, MEN2A, RET51, MEN2B, ENSG00000165731, PTC, HGNC:9967, RET-ELE1]",EpiMed GENUID,uc001jal.3,,GRCh37,43572706,43623717,20,"[43572516, 43595906, 43597789, 43600399, 43601823, 43604478, 43606654, 43607546, 43608300, 43609003, 43609927, 43612031, 43613820, 43614978, 43615528, 43617393, 43619118, 43620330, 43622022, 43623559]","[43572779, 43596170, 43598077, 43600641, 43602019, 43604678, 43606913, 43607672, 43608411, 43609123, 43610184, 43612179, 43613928, 43615193, 43615651, 43617464, 43619256, 43620430, 43622170, 43625797]",TRUE,ucsc
otago,chr5_95066849_95132071,chr5,95066849,95132071,+,RHOBTB3,,,RHOBTB3,5q15,RHOBTB3,9606,22836,Rho related BTB domain containing 3,5q15,5,active,protein-coding,"[AB020685, uc003klm.4, O94955, RHOBTB3, CCDS4077, HGNC:18757, ENSG00000164292, OTTHUMG00000121171, NM_014899, KIAA0878, RGD:1311683, MGI:1920546, MIM:607353]",EpiMed GENSYM,uc003klm.3,,GRCh37,95067386,95128878,12,"[95066849, 95067562, 95072592, 95084036, 95087942, 95091099, 95099211, 95103749, 95115955, 95119500, 95124465, 95128762]","[95067388, 95067788, 95072779, 95084191, 95088054, 95091465, 95099324, 95103870, 95116129, 95119667, 95124562, 95132071]",TRUE,ucsc
